Id,Label,gender,age,team（复仇者联盟、银河护卫队、神盾局）,team(正派 (Hero)、反派 (Villain)、中立 (Neutral) -主属性-只写英文）,race,first_appearance（剧中）,cleaned_year,era,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Clustering Coefficient
Shatterstar Ii / Gavee,Shatterstar Ii / Gavee,Male,Unknown,X-Force,Hero,Unknown,1990s,1995,Modern Age,0.12883435582822086,0.0003528702006328226,0.49770992366412214,0.028549401298857927,0.7921022067363531
Marrow / Sarah,Marrow / Sarah,Female,25s,X-Men,Villain,White,1990s,1995,Modern Age,0.10122699386503067,0.00017571403351827078,0.5030864197530864,0.025426636129353048,0.803030303030303
Feral / Maria Callasan,Feral / Maria Callasan,Female,25s,X-Force,Villain,White,1990s,1995,Modern Age,0.11042944785276074,0.00027539622228379257,0.49319213313161875,0.02455337496579133,0.8174603174603174
Callisto,Callisto,Female,35s,Morlocks,Neutral,Unknown,1980s,1985,Bronze Age,0.08282208588957056,4.092152605864032e-05,0.4773060029282577,0.02085145591870311,0.8603988603988604
Mr. Sinister / Nathan,Mr. Sinister / Nathan,Male,180s,"Marauders, Hellfire Club",villain,White,1987,1987,Modern Age,0.09202453987730061,3.0514458464377203e-05,0.48875562218890556,0.0255143690235596,0.9080459770114943
Raza Longknife,Raza Longknife,Male,45s,Starjammers,Anti-Hero,Unknown,1977,1977,Bronze Age,0.08588957055214724,5.669593956357054e-05,0.5030864197530864,0.020676627534657314,0.8783068783068783
Spider-woman / Jessica,Spider-woman / Jessica,Female,35s,"Avengers, S.W.O.R.D.",hero,White,1977,1977,Bronze Age,0.09202453987730061,0.00017344550180910218,0.5232744783306581,0.031093939029903893,0.8528735632183908
Cypher / Doug Ramsey,Cypher / Doug Ramsey,male,25s,"X-Men, New Mutants",hero,White,1984,1984,Bronze Age,0.12576687116564417,0.00030000476252638246,0.5077881619937694,0.0244329451906575,0.7182926829268292
Deathbird [shi'ar],Deathbird [shi'ar],Female,1000,Shi'ar Imperial Family,villain,Unknown,1976,1976,Bronze Age,0.08588957055214724,9.429168015576805e-05,0.5069984447900466,0.02303561242068203,0.7857142857142857
"Hudson, Heather","Hudson, Heather",Female,35s,Alpha Flight,hero,White,1983,1983,Bronze Age,0.25153374233128833,0.000714561883421948,0.5640138408304498,0.07337326201405384,0.7603131586871424
Stryfe,Stryfe,Male,30s,Mutant Liberation Front,villain,White,1990,1990,Modern Age,0.10429447852760737,3.996743711675182e-05,0.49244712990936557,0.026139316011497302,0.9233511586452763
Iron Man Doppelgange,Iron Man Doppelgange,Male,Not in MCU,Doppelganger Army (Infinity War),villain,Unknown,1992,1992,Modern Age,0.1411042944785276,1.4307437620321056e-06,0.5309446254071661,0.04812170882470203,0.996135265700483
Puck / Eugene Milton J,Puck / Eugene Milton J,Male,150s,Alpha Flight,hero,White,1983,1983,Bronze Age,0.2423312883435583,0.0006864445823372194,0.5669565217391305,0.07104228751302426,0.7617656604998377
Silhouette,Silhouette,Female,25s,New Warriors,hero,Black,1993,1993,Modern Age,0.10736196319018405,6.271983731994807e-05,0.5266558966074314,0.035280717316601214,0.8722689075630252
"Cortez, Fabian","Cortez, Fabian",Male,35s,Acolytes,villain,White,1991,1991,Modern Age,0.06441717791411043,2.10968125280642e-05,0.4917043740573152,0.021318181257725395,0.9
Black King / Sebastian,Black King / Sebastian,Male,50s,Hellfire Club,villain,White,1980,1980,Bronze Age,0.0950920245398773,5.1351924886211614e-05,0.4808259587020649,0.022693443334861858,0.864516129032258
Magik / Illyana Rasput,Magik / Illyana Rasput,Female,25s,"X-Men, New Mutants",hero,White,1975,1975,Bronze Age,0.12576687116564417,0.00033198355886185837,0.5309446254071661,0.025348112853209877,0.7378048780487805
Zabu,Zabu,xiongxing,50s,Ally of Ka-Zar,hero,Unknown,1965,1965,Silver Age,0.07668711656441718,9.766319292461623e-05,0.5174603174603175,0.023727396450045186,0.7633333333333333
Domino Iii / Beatrice / ,Domino Iii / Beatrice / ,Female,30s,X-Force,Anti-Hero,White,1991,1991,Modern Age,0.0736196319018405,0.00014665919545634465,0.4670487106017192,0.01513767869343725,0.8297101449275363
Caliban / ,Caliban / ,Male,40s,"Morlocks, X-Men",neutral,White,1981,1981,Bronze Age,0.12576687116564417,0.00022148166759391292,0.4880239520958084,0.026573875088435287,0.7402439024390244
Apocalypse / En Sabah,Apocalypse / En Sabah,Male,5000s,Apocalypse's Horsemen,villain,Egyptian,1986,1986,Modern Age,0.17177914110429449,0.0007768360087294036,0.5370675453047776,0.04253158342271572,0.6772727272727272
"Hunter, Stevie","Hunter, Stevie",Female,45s,Xavier Institute,hero,White,1980,1980,Bronze Age,0.11656441717791412,0.00010111572402608405,0.4822485207100592,0.027377793957301007,0.8364153627311522
Corsair,Corsair,Male,60s,Starjammers,hero,White,1969,1969,Silver Age,0.10736196319018405,0.00012133454025781376,0.509375,0.025252179607101705,0.8168067226890756
Ch'od,Ch'od,Male,1000,Starjammers,hero,Unknown,1977,1977,Bronze Age,0.09202453987730061,6.597576459356052e-05,0.5046439628482973,0.02210926173278052,0.8666666666666667
Mam'selle Hepzibah,Mam'selle Hepzibah,Female,1000,Starjammers,hero,Unknown,1977,1977,Bronze Age,0.09202453987730061,6.61471081866571e-05,0.5046439628482973,0.02154026840463024,0.8689655172413793
Zero,Zero,Male,20s,Generation X,neutral,Unknown,1995,1995,Modern Age,0.0950920245398773,3.309222488248352e-05,0.49022556390977445,0.023211828530642596,0.9268817204301075
X-man / Nathan Grey,X-man / Nathan Grey,Male,25s,X-Men,hero,White,1995,1995,Modern Age,0.0950920245398773,0.00011559203091239915,0.5249597423510467,0.030479459455967195,0.8666666666666667
Karma / Xi'an Coy Manh,Karma / Xi'an Coy Manh,Female,35s,New Mutants,hero,Asian,1980,1980,Bronze Age,0.08895705521472393,8.97517248839015e-05,0.46175637393767704,0.016744157791141235,0.8152709359605911
Mr. Fantastic Doppel,Mr. Fantastic Doppel,Male,Not in MCU,Doppelganger Army (Infinity War),villain,Unknown,1989,1989,Modern Age,0.15030674846625766,9.185904295519584e-06,0.5335515548281505,0.05020148972782519,0.9804421768707483
Beyonder,Beyonder,Male,Not in MCU,Cosmic Entity,neutral,Unknown,1984,1984,Bronze Age,0.11042944785276074,0.0002244774878938265,0.5292207792207793,0.03298570539622451,0.765079365079365
Multiple Man / James A,Multiple Man / James A,Male,30s,X-Factor,hero,White,1985,1985,Bronze Age,0.23312883435582823,0.0008285565130112153,0.5601374570446735,0.06451175407927147,0.7045614035087719
Colossus Ii Doppelga,Colossus Ii Doppelga,Male,Not in MCU,Doppelganger Army (Infinity War),villain,Unknown,1989,1989,Modern Age,0.07975460122699386,0.0,0.5101721439749609,0.028178350719422166,1.0
Scanner Ii,Scanner Ii,Female,25s,Acolytes,hero,White,1994,1994,Modern Age,0.05828220858895706,3.5347671292857706e-05,0.4894894894894895,0.017481661570110843,0.8128654970760234
Ka-zar / Kevin Plunder,Ka-zar / Kevin Plunder,Male,35s,"Ally of X-Men, Avengers",hero,White,1965,1965,Silver Age,0.10122699386503067,0.00013604939642412019,0.5249597423510467,0.03253212907550976,0.7916666666666666
White Queen / Emma Fro,White Queen / Emma Fro,Female,40s,"X-Men, Hellfire Club",hero,White,1980,1980,Bronze Age,0.12269938650306748,0.0005155877659157816,0.4880239520958084,0.026620730648136033,0.658974358974359
Magma / Amara Aquilla / ,Magma / Amara Aquilla / ,Female,25s,New Mutants,hero,White,1983,1983,Bronze Age,0.08588957055214724,0.00010177432098392849,0.5199362041467305,0.018968670469699425,0.8809523809523809
Thanos Doppelganger,Thanos Doppelganger,Male,Not in MCU ,Doppelganger Army (Infinity War),villain,Unknown,1989,1989,Modern Age,0.18711656441717792,6.89216455453446e-05,0.5442404006677797,0.0592888157906361,0.9224043715846995
Magus,Magus,Male,1000,Universal Church of Truth,villain,Unknown,1975,1975,Bronze Age,0.22085889570552147,0.00013994478799345835,0.5544217687074829,0.06871928427729025,0.8798904538341158
"Knight, Misty","Knight, Misty",Female,35s,Heroes for Hire,hero,Black,1975,1975,Bronze Age,0.08282208588957056,0.00017767535424155763,0.5191082802547771,0.024703661629174853,0.7378917378917379
"Wing, Colleen","Wing, Colleen",Female,35s,Heroes for Hire,hero,Asian,1976,1976,Bronze Age,0.03680981595092025,1.6283320377951748e-05,0.46504992867332384,0.010190847722853632,0.803030303030303
Puppet Master / Philli,Puppet Master / Philli,Male,60s,Enemy of Fantastic Four,villain,White,1941,1941,before 1961,0.07668711656441718,2.0816137562518883e-05,0.5133858267716536,0.02576447822810502,0.91
Maximus [inhuman],Maximus [inhuman],Male,100+ (Enhanced),Inhuman Royal Family,villain,White,1965,1965,Silver Age,0.06134969325153374,3.6573769081418327e-06,0.482962962962963,0.017487037801184085,0.9736842105263158
Punisher Ii / Frank Ca,Punisher Ii / Frank Ca,Male,40s,Independent Vigilante,Anti-Hero,White,1974,1974,Bronze Age,0.11656441717791412,0.0011749850020530668,0.5266558966074314,0.018833351322766995,0.47368421052631576
Zeus,Zeus,Male,数千岁,Olympian Gods,neutral,Unknown,1949,1949,before 1961,0.0736196319018405,6.465788592582268e-05,0.4880239520958084,0.020281317854030898,0.7862318840579711
Box Iv / Madison Jeffr,Box Iv / Madison Jeffr,Male,35s,Alpha Flight,hero,White,1984,1984,Bronze Age,0.06134969325153374,3.93923320317909e-05,0.5,0.015803099539853486,0.8210526315789474
Thena,Thena,Female,20000+,Eternals,hero,Unknown,1976,1976,Bronze Age,0.06748466257668712,9.866163754408503e-05,0.482962962962963,0.013565406550790695,0.6883116883116883
Black Cat / Felicia Ha,Black Cat / Felicia Ha,Female,28s,Independent Anti-Hero,Anti-Hero,White,1979,1979,Bronze Age,0.08895705521472393,0.0005513457233544519,0.49544072948328266,0.013112813969203553,0.6650246305418719
Gee / Alex Power,Gee / Alex Power,Male,20s,Power Pack,hero,White,1984,1984,Bronze Age,0.06748466257668712,0.00035720296255846245,0.4946889226100152,0.014918225293812587,0.5324675324675324
Spider-man Clone / Ben,Spider-man Clone / Ben,Male,25s,Scarlet Spider,hero,White,1975,1975,Bronze Age,0.05828220858895706,0.00014835875763984668,0.45403899721448465,0.006045255007354204,0.6491228070175439
Ulik,Ulik,Male,1000+,Enemy of Asgard,villain,Unknown,1967,1967,Silver Age,0.05828220858895706,6.412806274517434e-05,0.4508990318118949,0.00838945266157067,0.7485380116959064
Citizen V Ii / Helmut,Citizen V Ii / Helmut,Male,45s,Masters of Evil,villain,White,1973,1973,Bronze Age,0.0950920245398773,0.0004171770683389708,0.5069984447900466,0.020407675036726088,0.6129032258064516
High Evolutionary / He,High Evolutionary / He,Male,200+,Independent Scientist,neutral,White,1966,1966,Silver Age,0.12576687116564417,0.0010261467315035822,0.5232744783306581,0.029176048099492875,0.5353658536585366
Hobgoblin V / Jason Ph,Hobgoblin V / Jason Ph,Male,40s,Enemy of Spider-Man,villain,White,1981,1981,Bronze Age,0.07975460122699386,0.0003237331892979587,0.4630681818181818,0.007764272874511857,0.6553846153846153
Ghost Rider Iii / Dan,Ghost Rider Iii / Dan,Male,30s,Midnight Sons,hero,White,1990,1990,Modern Age,0.05828220858895706,0.00019285997195731265,0.5038639876352395,0.016435982279450704,0.6491228070175439
"Cushing, Kate","Cushing, Kate",Female,35s,Daily Bugle Staff,neutral,White,1990,1990,Modern Age,0.0705521472392638,3.477845324519407e-05,0.44474761255115963,0.004793758669438763,0.8853754940711462
"Katzenberg, Nick","Katzenberg, Nick",Male,35s,Daily Bugle Staff,neutral,White,1990,1990,Modern Age,0.06134969325153374,1.9533899680824365e-05,0.4429347826086957,0.004393773340150694,0.9157894736842105
Vizier,Vizier,Male,1000+,Ally of Loki,villain,Unknown,1967,1967,Silver Age,0.0705521472392638,9.408723888922116e-05,0.4894894894894895,0.012699155307354966,0.8221343873517787
Tombstone / Lonnie Tho,Tombstone / Lonnie Tho,Male,45s,Crime Syndicate,villain,Black,1988,1988,Modern Age,0.06441717791411043,0.0001799056028990237,0.4534075104311544,0.006339602876327834,0.7333333333333333
"Mercado, Joy","Mercado, Joy",Female,25s,Daily Bugle Staff,neutral,hispanic,1994,1994,Modern Age,0.06441717791411043,2.229743461441923e-05,0.4429347826086957,0.004585767861697165,0.9095238095238095
Hammerhead,Hammerhead,Male,40s,Crime Syndicate,villain,White,1972,1972,Bronze Age,0.05828220858895706,0.0001791649309132314,0.4515235457063712,0.005621821827573341,0.8070175438596491
Arranger / ,Arranger / ,Male,40s,Kingpin's Organization,villain,White,1987,1987,Modern Age,0.06134969325153374,3.072160392727466e-05,0.4490358126721763,0.005348222090008541,0.8947368421052632
"Osborn, Harry","Osborn, Harry",Male,28s,Green Goblin,Anti-Hero,White,1965,1965,Silver Age,0.08588957055214724,0.0002689041552300922,0.4894894894894895,0.008673677437846748,0.7698412698412699
Cobra / Klaus Vorhees,Cobra / Klaus Vorhees,Male,50s,Serpent Society,villain,White,1963,1963,Silver Age,0.049079754601226995,0.00022424597012104944,0.4801178203240059,0.008235125914846477,0.5333333333333333
"Leeds, Ned","Leeds, Ned",Male,28s,Daily Bugle Staff,neutral,White,1964,1964,Silver Age,0.0736196319018405,7.86010937370236e-05,0.4534075104311544,0.0063547579277660644,0.8260869565217391
"Watson, Anna","Watson, Anna",Female,60s,Civilian,neutral,White,1965,1965,Silver Age,0.07975460122699386,0.0002121518458782447,0.4773060029282577,0.010893600716937553,0.7661538461538462
"Urich, Ben","Urich, Ben",Male,50s,Daily Bugle Staff,neutral,White,1976,1976,Bronze Age,0.11349693251533742,0.0008607063600129122,0.5015384615384615,0.015927825074614745,0.6471471471471472
"Robertson, Randy","Robertson, Randy",Male,30s,Daily Bugle Staff,neutral,Black,1987,1987,Modern Age,0.06748466257668712,4.225166849265195e-05,0.4435374149659864,0.005029062860473097,0.8614718614718615
"Page, Karen","Page, Karen",Female,30s,Civilian,neutral,White,1964,1964,Silver Age,0.049079754601226995,3.4236405464746084e-05,0.4851190476190476,0.012318843431879906,0.8083333333333333
"Grant, Gloria Glory","Grant, Gloria Glory",Female,30s,Daily Bugle Staff,neutral,Black,1974,1974,Bronze Age,0.08588957055214724,0.00011274884472969776,0.4478021978021978,0.005893687185525985,0.7804232804232805
"Lubenski, Nate","Lubenski, Nate",Male,50s,NYPD,neutral,White,1976,1976,Bronze Age,0.05828220858895706,1.0038444063781678e-05,0.44173441734417346,0.004811242046207569,0.9473684210526315
Ikaris / Ike Harris [e,Ikaris / Ike Harris [e,Male,20000+,Eternals,hero,Unknown,1976,1976,Bronze Age,0.052147239263803685,2.5858073262667843e-05,0.4738372093023256,0.012021865778019355,0.8382352941176471
"Rosenthal, Bernie","Rosenthal, Bernie",Male,35s,Civilian,neutral,White,1981,1981,Bronze Age,0.06441717791411043,0.00021749641202709633,0.4787077826725404,0.012226952458402596,0.6333333333333333
Gladiator Ii,Gladiator Ii,Male,30s,Shi'ar Imperial Guard,hero,Unknown,1992,1992,Modern Age,0.0705521472392638,3.9477849304881504e-05,0.5,0.02178529649156962,0.8458498023715415
Beta Ray Bill,Beta Ray Bill,Male,1000+ ,Ally of Thor,hero,Unknown,1983,1983,Bronze Age,0.0736196319018405,0.00017891393436107915,0.482962962962963,0.015557051210555914,0.6811594202898551
"Bridge, George Washi","Bridge, George Washi",Male,40s,S.H.I.E.L.D.,hero,Black,1988,1988,Modern Age,0.06748466257668712,0.0008817346574431192,0.46438746438746437,0.008840316445542664,0.39826839826839827
Diamond Lil / Lillian,Diamond Lil / Lillian,Female,35s,Alpha Flight,hero,White,1983,1983,Bronze Age,0.04294478527607362,7.420902154822149e-06,0.46906474820143884,0.010427840059082939,0.8901098901098901
Asp Ii / Cleo,Asp Ii / Cleo,Female,30s,Serpent Society,villain,Egyptian,1985,1985,Bronze Age,0.024539877300613498,1.8876828692779614e-06,0.4604519774011299,0.0032362766043270456,0.9642857142857143
Black Mamba / Tanya Se,Black Mamba / Tanya Se,Female,30s,Serpent Society,villain,Black,1985,1985,Bronze Age,0.024539877300613498,1.8876828692779614e-06,0.4604519774011299,0.0032362766043270517,0.9642857142857143
Meggan,Meggan,Female,25s,Excalibur,hero,Unknown,1983,1983,Bronze Age,0.06441717791411043,3.883694154723457e-05,0.5030864197530864,0.01820145388646608,0.8904761904761904
"Austin, Susan","Austin, Susan",Female,30s,Daily Bugle Staff,neutral,White,1990,1990,Modern Age,0.052147239263803685,2.0072052877834256e-05,0.4697406340057637,0.009609016031435122,0.8970588235294118
Diamondback Ii / Rache,Diamondback Ii / Rache,Female,30s,Serpent Society,villain,White,1986,1986,Modern Age,0.06134969325153374,0.00019930567185770864,0.482962962962963,0.011058628049744638,0.631578947368421
Makkari / Mike Khary / I,Makkari / Mike Khary / I,Female,20000+,Eternals,hero,Unknown,1976,1976,Bronze Age,0.07975460122699386,0.0002227307848086873,0.48439821693907875,0.018070307203230572,0.6
"Hodge, Cameron","Hodge, Cameron",Male,40s,Anti-Mutant Extremist,villain,White,1986,1986,Modern Age,0.08282208588957056,4.1960348607056584e-05,0.4731494920174166,0.01856361270101746,0.8575498575498576
Skin / Angelo Espinosa,Skin / Angelo Espinosa,Male,20s,Generation X,hero,hispanic,1994,1994,Modern Age,0.04294478527607362,2.2254168511888245e-05,0.4490358126721763,0.009133545649649985,0.7912087912087912
Husk / Paige Guthrie,Husk / Paige Guthrie,Female,25s,Generation X,hero,White,1994,1994,Modern Age,0.049079754601226995,3.598331109020007e-05,0.4496551724137931,0.007745412937063273,0.775
Deadpool / Jack / Wade W,Deadpool / Jack / Wade W,Male,35s,"X-Force, Mercenary",Anti-Hero,White,1991,1991,Modern Age,0.03987730061349693,5.6683009237862936e-05,0.4014778325123153,0.004734879408890462,0.782051282051282
